input_dim,hidden_dim,n_layers,dropout,output_dim,batch_size,lr,epochs,patience,rnn_type,path,dataset,context_length,prediction_length,freq,seasonality,error,conts,pearson,noise,covariates,seed,train_loss,valid_loss,elapsed_time,mse,mae,mape,smape,abs_error,mase,rmse,run_time
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,1,M,12,0.9428571428571428,['y_lead_1'],0.7086640441291663,0,1,42,1353.248291015625,7338.90673828125,5.464346708031371,40739464.0,1814.2479248046875,inf,0.1903702169656753,664014.75,0.0745628401637077,1814.2479248046875,417.0316723329015
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,1.414285714285714,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.5542372130565049,0,3,42,2963.643310546875,12539.4169921875,5.516029041958973,138760992.0,3279.67822265625,inf,0.2910636663436889,28808694.0,0.1171903759241104,4187.791015625,335.0936433328316
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,3,M,12,0.2357142857142857,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.9708630193516724,0,3,42,646.930908203125,4537.42578125,5.499676333973184,16113395.0,1198.53759765625,inf,0.1417485624551773,1315994.25,0.0488379448652267,1430.87060546875,390.9252774999477
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.0,[],0.0,0,0,42,279.8564453125,3432.310546875,5.122129749972373,200874144.0,2542.39111328125,0.2356145679950714,0.2067390531301498,22332364.0,0.0901464223861694,3133.3251953125,506.9125091249589
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,1,M,12,0.0,[],0.0,0,0,42,,,,24447018.0,1319.8240966796875,0.1792289912700653,0.1667540967464447,483055.625,0.0510345473885536,1319.8240966796875,0.0225313340779393
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,1.1785714285714286,"['y_lead_1', 'y_lead_2']",0.6253066497162061,0,2,42,2178.38916015625,10319.01171875,5.525767875136808,172116096.0,3437.23095703125,inf,0.2732299864292145,30192638.0,0.1225593835115432,4350.27880859375,367.1145607079379
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.4714285714285714,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.8962023683488558,0,3,42,1046.754638671875,5854.94921875,5.525448750006035,255662032.0,3455.72119140625,inf,0.2419459372758865,30355052.0,0.1234807819128036,4236.81689453125,446.2819882079493
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.0,[],0.0,0,0,43,283.14459228515625,3669.36328125,5.213841125136241,99725936.0,2200.095703125,0.2280406355857849,0.2105830907821655,19325636.0,0.0780095234513282,2781.2861328125,502.41095762490295
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.9428571428571428,['y_lead_1'],0.7086640441291663,0,1,42,1353.248291015625,7338.90673828125,5.460434042150155,146901664.0,2797.1162109375,inf,0.2292467802762985,24569870.0,0.0994902178645134,3593.38037109375,412.5050721671432
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,2,M,12,0.9428571428571428,"['y_lead_1', 'y_lead_2']",0.7086640441291663,0,2,42,1872.924560546875,8683.4814453125,5.565681166946888,42338968.0,2180.515625,inf,0.2387019544839859,1596137.625,0.0909879729151725,2356.2900390625,332.1970379999839
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.2357142857142857,['y_lead_1'],0.9708630193516724,0,1,42,501.6937561035156,4114.55615234375,5.450858582975343,160416800.0,2697.568359375,inf,0.2218881100416183,23695440.0,0.0959494113922119,3347.0751953125,467.5892331250943
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,2,M,12,0.7071428571428571,"['y_lead_1', 'y_lead_2']",0.8020682332784379,0,2,42,1332.6636962890625,7084.89111328125,5.755727750016376,47742796.0,2153.71142578125,inf,0.2398351430892944,1576516.625,0.0898694694042205,2363.27978515625,438.1174442919437
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,1.414285714285714,"['y_lead_1', 'y_lead_2']",0.5542372130565049,0,2,42,2685.954833984375,11682.0126953125,5.504483791999519,162081216.0,3299.843994140625,inf,0.2650713622570038,28985828.0,0.1176606342196464,4170.251953125,307.52970445808023
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,1,M,12,0.2357142857142857,['y_lead_1'],0.9708630193516724,0,1,42,501.6937561035156,4114.55615234375,5.47501758299768,7411829.0,996.7797241210938,inf,0.1428876519203186,364821.40625,0.0409661382436752,996.7797241210938,470.50415508286096
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.0,[],0.0,0,0,44,293.8376159667969,3409.637451171875,5.03191891591996,111260488.0,2429.890625,0.2538706362247467,0.2183447927236557,21344156.0,0.0861574411392211,3138.92529296875,429.23358041699976
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,3,M,12,0.0,"['y_lead_1', 'y_lead_2', 'y_lead_3']",1.0,0,3,42,113.65001678466795,3892.9833984375,6.205654124962166,863635.75,325.5010986328125,inf,0.0480566546320915,357400.25,0.0132635021582245,338.7713928222656,521.4525762919802
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,3,M,12,0.9428571428571428,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.7086640441291663,0,3,42,2039.5106201171875,9363.4736328125,5.442014000145719,56197224.0,2223.39697265625,inf,0.237360268831253,2441289.75,0.0905988588929176,2587.905517578125,344.4259599579964
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,2,M,12,0.2357142857142857,"['y_lead_1', 'y_lead_2']",0.9708630193516724,0,2,42,548.0420532226562,4426.03173828125,5.568935540970415,11489239.0,992.6782836914062,inf,0.1332926750183105,726640.5625,0.0414222106337547,1134.6339111328125,529.0318362498656
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,2,M,12,0.4714285714285714,"['y_lead_1', 'y_lead_2']",0.8962023683488558,0,2,42,937.0017700195312,5743.17041015625,5.607816959032789,27909466.0,1561.4222412109375,inf,0.1943364590406417,1142961.125,0.0651545971632003,1715.1663818359375,535.4155183329713
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.0,['y_lead_1'],1.0,0,1,42,176.26023864746094,3162.662353515625,5.270213291980326,70476848.0,2127.76904296875,inf,0.1996870934963226,18690324.0,0.0756823047995567,2765.749267578125,523.8338359170593
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,1.1785714285714286,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.6253066497162061,0,3,42,2550.08447265625,10813.7109375,5.506040333770216,127583776.0,3145.67578125,inf,0.2690209448337555,27631616.0,0.1124021634459495,4008.564208984375,296.0127227921039
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,1,M,12,0.0,['y_lead_1'],1.0,0,1,42,176.26023864746094,3162.662353515625,5.29008987499401,149327.328125,134.205810546875,inf,0.0298076905310153,49119.328125,0.0055156555026769,134.205810546875,527.0554555410054
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.7071428571428571,['y_lead_1'],0.8020682332784379,0,1,42,1206.851806640625,6161.45556640625,5.502012416953221,135737536.0,2953.211181640625,inf,0.247060477733612,25941004.0,0.1050423234701156,3820.0498046875,309.0721209999174
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/tourism_monthly_dataset.tsf,tourism,15,24,M,12,0.0,[],0.0,0,0,45,291.36932373046875,4025.054931640625,5.370215915841982,75699896.0,2131.65576171875,0.2524864971637726,0.221216395497322,18724464.0,0.0755828395485878,2782.183837890625,492.57474079192616
